id,age,job,marital,education,credit_default,housing,loan
40497,40,management,divorced,university_degree,no,no,no
40498,36,services,single,university_degree,no,no,no
40499,30,admin,single,university_degree,no,no,no
40500,32,admin,married,university_degree,no,no,no
40501,48,self-employed,divorced,university_degree,no,no,no
40502,28,admin,married,university_degree,no,no,no
40503,39,blue-collar,single,basic_4y,no,yes,yes
40504,42,technician,married,university_degree,no,no,no
40505,35,management,married,university_degree,no,no,no
40506,31,admin,married,professional_course,no,no,no
40507,60,retired,married,basic_4y,no,no,no
40508,34,technician,single,basic_9y,no,yes,no
40509,31,admin,single,university_degree,no,yes,no
40510,34,technician,single,basic_9y,no,no,no
40511,45,technician,married,university_degree,no,no,no
40512,34,technician,single,basic_9y,no,no,no
40513,44,retired,single,high_school,no,no,no
40514,33,student,married,professional_course,no,yes,no
40515,45,admin,divorced,basic_9y,no,yes,yes
40516,34,entrepreneur,married,professional_course,no,no,no
40517,58,self-employed,married,university_degree,no,no,no
40518,26,student,single,high_school,no,no,no
40519,54,management,married,high_school,no,no,no
40520,36,admin,married,university_degree,no,no,no
40521,40,admin,married,high_school,no,yes,no
40522,39,admin,single,university_degree,no,yes,yes
40523,33,admin,divorced,high_school,no,no,no
40524,34,admin,single,high_school,no,unknown,unknown
40525,29,services,single,university_degree,no,yes,no
40526,49,admin,married,university_degree,no,yes,no
40527,45,self-employed,divorced,professional_course,no,yes,no
40528,30,admin,single,professional_course,no,no,no
40529,72,retired,divorced,university_degree,no,no,no
40530,26,blue-collar,married,professional_course,no,unknown,unknown
40531,33,unemployed,single,basic_9y,no,yes,no
40532,22,student,single,basic_9y,no,no,no
40533,28,student,single,university_degree,no,yes,no
40534,30,technician,married,professional_course,no,no,no
40535,35,entrepreneur,married,basic_9y,no,yes,no
40536,58,blue-collar,married,high_school,no,yes,no
40537,27,admin,single,high_school,no,no,no
40538,49,management,divorced,university_degree,no,yes,no
40539,21,services,single,,no,yes,no
40540,27,admin,married,high_school,no,yes,no
40541,30,admin,single,university_degree,no,yes,no
40542,30,admin,single,university_degree,no,no,no
40543,19,student,single,high_school,no,unknown,unknown
40544,33,blue-collar,married,professional_course,no,yes,no
40545,31,admin,single,high_school,no,no,no
40546,76,retired,divorced,basic_4y,no,no,no
40547,60,retired,married,high_school,no,yes,no
40548,56,retired,married,university_degree,no,no,no
40549,58,retired,divorced,basic_4y,no,no,no
40550,34,blue-collar,married,basic_9y,no,yes,no
40551,44,admin,single,high_school,no,yes,no
40552,27,admin,married,university_degree,no,yes,no
40553,64,retired,married,professional_course,no,yes,no
40554,72,retired,married,professional_course,no,no,no
40555,34,admin,married,university_degree,no,yes,no
40556,69,retired,married,high_school,no,yes,yes
40557,33,technician,married,professional_course,no,yes,no
40558,37,admin,married,university_degree,no,yes,no
40559,24,student,single,,no,yes,no
40560,24,student,single,,no,yes,no
40561,60,admin,divorced,professional_course,no,yes,no
40562,71,retired,married,high_school,no,no,no
40563,59,admin,married,university_degree,no,no,yes
40564,45,blue-collar,single,high_school,no,yes,yes
40565,24,student,single,,no,yes,no
40566,24,student,single,,no,yes,yes
40567,37,admin,married,university_degree,no,no,no
40568,70,retired,divorced,professional_course,no,yes,no
40569,34,admin,married,university_degree,no,yes,no
40570,29,self-employed,single,university_degree,no,yes,yes
40571,24,student,single,,no,yes,no
40572,37,admin,married,university_degree,no,no,no
40573,22,student,single,high_school,no,no,no
40574,45,management,married,university_degree,no,no,no
40575,81,retired,divorced,basic_4y,no,no,no
40576,33,technician,single,professional_course,no,no,no
40577,71,retired,married,high_school,no,yes,no
40578,30,management,married,university_degree,no,yes,no
40579,35,services,married,university_degree,no,yes,no
40580,58,retired,married,basic_4y,no,yes,no
40581,44,blue-collar,married,basic_6y,no,yes,no
40582,26,admin,single,university_degree,no,yes,no
40583,47,management,married,university_degree,no,yes,no
40584,55,management,divorced,university_degree,no,yes,no
40585,39,management,married,university_degree,no,yes,no
40586,60,retired,married,university_degree,no,no,no
40587,32,services,single,university_degree,no,no,no
40588,38,technician,married,university_degree,no,yes,no
40589,47,management,married,university_degree,no,no,no
40590,57,admin,married,basic_9y,no,no,no
40591,51,technician,married,university_degree,no,yes,no
40592,78,retired,divorced,high_school,no,no,no
40593,32,admin,single,university_degree,no,no,no
40594,60,retired,married,university_degree,no,no,no
40595,32,services,single,university_degree,no,yes,no
40596,32,admin,single,university_degree,no,yes,no
40597,39,management,married,university_degree,no,yes,yes
40598,43,unemployed,married,basic_9y,no,no,no
40599,67,retired,married,professional_course,no,no,no
40600,49,admin,married,university_degree,no,no,no
40601,57,management,married,university_degree,no,no,no
40602,59,services,married,professional_course,no,yes,no
40603,51,unemployed,married,high_school,no,yes,yes
40604,31,admin,single,high_school,no,no,no
40605,34,technician,married,professional_course,no,yes,yes
40606,30,technician,single,professional_course,no,yes,no
40607,34,technician,married,professional_course,no,unknown,unknown
40608,51,unemployed,married,high_school,no,unknown,unknown
40609,46,admin,married,basic_9y,no,unknown,unknown
40610,30,admin,single,high_school,no,no,no
40611,75,retired,married,basic_9y,no,no,no
40612,51,technician,married,professional_course,no,yes,no
40613,28,admin,single,university_degree,no,yes,no
40614,25,student,single,university_degree,no,yes,yes
40615,34,unemployed,married,university_degree,no,no,no
40616,22,admin,single,university_degree,no,yes,no
40617,33,admin,married,university_degree,no,no,no
40618,20,blue-collar,single,basic_4y,no,no,no
40619,43,entrepreneur,married,university_degree,no,no,no
40620,58,entrepreneur,married,high_school,no,no,no
40621,88,retired,married,basic_4y,no,no,no
40622,58,entrepreneur,married,high_school,no,yes,no
40623,34,services,divorced,high_school,no,yes,no
40624,76,retired,married,basic_4y,no,yes,no
40625,34,unemployed,married,university_degree,no,yes,no
40626,35,admin,married,high_school,no,no,no
40627,32,admin,married,high_school,no,unknown,unknown
40628,34,admin,married,university_degree,no,no,yes
40629,27,services,single,high_school,no,no,yes
40630,34,admin,married,university_degree,no,yes,no
40631,88,retired,married,basic_4y,no,yes,no
40632,30,services,single,university_degree,no,yes,no
40633,47,technician,married,basic_6y,no,no,no
40634,24,blue-collar,single,high_school,no,yes,no
40635,39,blue-collar,married,basic_9y,no,yes,no
40636,88,retired,married,basic_4y,no,no,no
40637,66,retired,married,,no,no,no
40638,85,retired,married,basic_4y,no,no,no
40639,89,retired,divorced,basic_4y,no,yes,no
40640,48,services,married,high_school,no,no,no
40641,36,admin,married,university_degree,no,yes,no
40642,66,retired,married,,no,yes,no
40643,26,admin,single,university_degree,no,yes,no
40644,36,management,divorced,university_degree,no,no,no
40645,36,management,divorced,university_degree,no,yes,no
40646,35,self-employed,single,university_degree,no,yes,yes
40647,26,admin,single,university_degree,no,yes,no
40648,26,admin,single,university_degree,no,yes,no
40649,39,entrepreneur,married,university_degree,no,yes,no
40650,66,retired,married,,no,no,no
40651,86,retired,married,basic_4y,no,yes,no
40652,42,admin,single,high_school,no,no,no
40653,44,management,married,university_degree,no,no,no
40654,45,unemployed,married,high_school,no,no,no
40655,38,management,married,university_degree,no,no,no
40656,67,unknown,divorced,,unknown,yes,no
40657,44,management,married,university_degree,no,no,yes
40658,30,management,married,university_degree,no,unknown,unknown
40659,46,services,married,university_degree,no,yes,no
40660,32,blue-collar,married,basic_4y,no,no,no
40661,31,student,single,,no,unknown,unknown
40662,27,student,divorced,,no,no,no
40663,28,management,single,university_degree,no,yes,no
40664,32,blue-collar,married,basic_4y,no,no,no
40665,45,unemployed,married,high_school,no,no,no
40666,26,admin,single,university_degree,no,yes,no
40667,80,retired,divorced,basic_4y,no,yes,no
40668,38,technician,single,professional_course,no,yes,no
40669,83,retired,divorced,basic_4y,no,yes,no
40670,29,admin,single,high_school,no,yes,no
40671,60,admin,married,professional_course,no,yes,yes
40672,45,unemployed,married,professional_course,unknown,no,no
40673,45,unemployed,married,professional_course,unknown,no,no
40674,27,technician,single,university_degree,no,yes,no
40675,27,technician,single,university_degree,no,yes,no
40676,38,technician,single,professional_course,no,no,no
40677,33,admin,married,high_school,no,yes,no
40678,58,technician,married,professional_course,no,yes,no
40679,37,admin,single,university_degree,no,no,no
40680,33,admin,single,university_degree,no,yes,no
40681,65,technician,married,professional_course,no,no,no
40682,26,technician,single,basic_9y,no,yes,no
40683,34,admin,single,high_school,no,no,no
40684,27,admin,single,university_degree,no,no,no
40685,38,technician,single,professional_course,no,yes,no
40686,83,retired,divorced,basic_4y,no,no,no
40687,38,services,single,high_school,no,yes,no
40688,24,technician,single,professional_course,no,yes,no
40689,29,admin,single,university_degree,no,no,no
40690,64,retired,divorced,basic_4y,no,yes,yes
40691,29,technician,single,professional_course,no,unknown,unknown
40692,38,services,single,high_school,no,no,no
40693,28,services,single,high_school,no,yes,yes
40694,31,student,single,,no,yes,no
40695,32,technician,married,university_degree,no,no,no
40696,27,management,single,university_degree,no,no,no
40697,69,retired,married,basic_4y,no,no,no
40698,29,technician,single,professional_course,no,yes,no
40699,23,student,single,basic_9y,no,yes,yes
40700,23,student,single,basic_9y,no,yes,no
40701,29,technician,single,professional_course,no,no,no
40702,82,retired,married,university_degree,unknown,no,no
40703,71,retired,married,high_school,no,no,no
40704,33,services,married,professional_course,no,no,no
40705,31,blue-collar,single,basic_9y,no,yes,no
40706,31,services,single,high_school,no,no,no
40707,27,admin,single,university_degree,no,yes,no
40708,50,housemaid,divorced,basic_4y,no,no,no
40709,57,admin,divorced,high_school,no,no,no
40710,30,technician,single,professional_course,no,no,no
40711,21,student,single,,no,no,no
40712,25,management,single,university_degree,no,no,no
40713,30,technician,single,professional_course,no,no,no
40714,84,retired,divorced,,unknown,no,no
40715,39,management,married,university_degree,no,yes,yes
40716,82,housemaid,married,basic_4y,no,no,no
40717,30,technician,single,professional_course,no,no,no
40718,86,retired,married,,unknown,yes,yes
40719,32,unemployed,married,high_school,no,no,no
40720,34,admin,married,professional_course,no,yes,yes
40721,34,admin,married,professional_course,no,no,no
40722,31,admin,single,university_degree,no,yes,yes
40723,53,management,divorced,university_degree,no,no,no
40724,61,management,married,professional_course,no,no,no
40725,30,technician,single,professional_course,no,unknown,unknown
40726,32,student,single,high_school,no,no,no
40727,86,retired,married,,unknown,yes,no
40728,24,student,single,high_school,no,yes,yes
40729,52,admin,married,professional_course,no,no,yes
40730,60,retired,married,high_school,no,no,no
40731,19,student,single,basic_4y,no,yes,no
40732,36,management,married,university_degree,no,unknown,unknown
40733,33,technician,married,university_degree,no,yes,no
40734,23,student,single,professional_course,no,yes,no
40735,60,retired,married,high_school,no,no,no
40736,52,admin,married,professional_course,no,no,no
40737,45,admin,divorced,university_degree,no,no,yes
40738,39,entrepreneur,married,professional_course,no,no,no
40739,33,technician,married,university_degree,no,yes,no
40740,33,technician,married,university_degree,no,no,no
40741,23,student,single,professional_course,no,no,no
40742,34,admin,married,high_school,no,no,yes
40743,35,admin,married,university_degree,no,yes,no
40744,19,student,single,basic_6y,no,yes,no
40745,29,technician,single,professional_course,no,no,yes
40746,37,admin,married,university_degree,no,no,yes
40747,36,unemployed,single,high_school,no,yes,no
40748,82,retired,divorced,basic_4y,no,yes,no
40749,25,student,single,high_school,no,yes,no
40750,41,admin,married,,no,yes,no
40751,31,admin,married,university_degree,no,yes,no
40752,33,technician,single,university_degree,no,yes,no
40753,23,admin,single,university_degree,no,no,no
40754,24,admin,single,university_degree,no,no,no
40755,56,admin,married,basic_9y,no,yes,yes
40756,77,retired,married,basic_4y,no,yes,no
40757,33,admin,married,university_degree,no,yes,no
40758,33,technician,married,,no,yes,yes
40759,19,student,single,basic_6y,no,yes,yes
40760,38,admin,married,university_degree,no,no,no
40761,29,admin,married,high_school,no,yes,no
40762,23,student,single,basic_9y,no,yes,no
40763,30,technician,single,university_degree,no,no,no
40764,36,technician,married,university_degree,no,unknown,unknown
40765,34,technician,single,university_degree,no,no,no
40766,34,technician,single,university_degree,no,yes,no
40767,34,technician,single,university_degree,no,no,no
40768,26,technician,single,university_degree,no,no,no
40769,41,management,divorced,university_degree,no,no,no
